Rule,Strength
"('BAG', 'BOX')",20.28971688425994
"('BAG', 'CANDLE')",6.124150408292993
"('BAG', 'CARD')",5.1213143611559335
"('BAG', 'CHRISTMAS')",7.498361938291526
"('BAG', 'CLOCK')",1.6597232409173146
"('BAG', 'CUSHION')",1.7189868466089677
"('BAG', 'DRAWER')",1.8473913256075498
"('BAG', 'EGG')",4.002004791941714
"('BAG', 'FLOWER')",4.809495868172705
"('BAG', 'GLASS')",7.1159356510684075
"('BAG', 'HEART')",6.450784802699134
"('BAG', 'HOME')",16.936580118331623
"('BAG', 'KEY')",0.93154368979512
"('BAG', 'MIRROR')",0.8864114224243314
"('BAG', 'MUG')",8.439929587795218
"('BAG', 'NECKLACE')",2.142975893599335
"('BAG', 'NOTEBOOK')",6.035939562857562
"('BAG', 'NUMBER')",0.3144100532981272
"('BAG', 'PINK')",13.098968265610484
"('BAG', 'SET')",11.95956187961469
"('BAG', 'SIGN')",4.569849885091194
"('BAG', 'STAND')",8.130702655126889
"('BAG', 'T-LIGHT')",3.4121558847978095
"('BAG', 'WALL')",2.153146545401203
"('BAG', 'WRAP')",9.392352452202827
"('BOX', 'CANDLE')",12.795168940394113
"('BOX', 'CARD')",10.732140237641191
"('BOX', 'CHRISTMAS')",16.97765390445455
"('BOX', 'CLOCK')",3.5506821182338273
"('BOX', 'CUSHION')",3.327905725881375
"('BOX', 'DRAWER')",3.7238276856877413
"('BOX', 'EGG')",7.985184098577086
"('BOX', 'FLOWER')",9.676837318468534
"('BOX', 'GLASS')",15.056867634834482
"('BOX', 'HEART')",12.68955063322087
"('BOX', 'HOME')",31.71047870519779
"('BOX', 'KEY')",1.845777712581292
"('BOX', 'MIRROR')",1.6594298567307222
"('BOX', 'MUG')",18.047332648770233
"('BOX', 'NECKLACE')",4.148745782602318
"('BOX', 'NOTEBOOK')",12.195100484083907
"('BOX', 'NUMBER')",0.545303408146301
"('BOX', 'PINK')",26.142780304141606
"('BOX', 'SET')",24.82822355875018
"('BOX', 'SIGN')",9.17969781428781
"('BOX', 'STAND')",17.89447948755562
"('BOX', 'T-LIGHT')",6.983521588186397
"('BOX', 'WALL')",4.721773996381595
"('BOX', 'WRAP')",20.07730673316708
"('CANDLE', 'CARD')",3.5399246980587744
"('CANDLE', 'CHRISTMAS')",6.145518556549802
"('CANDLE', 'CLOCK')",1.0268935504376313
"('CANDLE', 'CUSHION')",1.154124492689844
"('CANDLE', 'DRAWER')",1.1560314899026942
"('CANDLE', 'EGG')",2.862207227030463
"('CANDLE', 'FLOWER')",3.332942154417877
"('CANDLE', 'GLASS')",4.864554300523202
"('CANDLE', 'HEART')",4.641288934526429
"('CANDLE', 'HOME')",9.978045083370006
"('CANDLE', 'KEY')",0.6716541978387365
"('CANDLE', 'MIRROR')",0.6450051342232653
"('CANDLE', 'MUG')",5.89897804508337
"('CANDLE', 'NECKLACE')",1.684905383599824
"('CANDLE', 'NOTEBOOK')",4.110116864700992
"('CANDLE', 'NUMBER')",0.19617622610141314
"('CANDLE', 'PINK')",8.852965625152803
"('CANDLE', 'SET')",7.765439342819422
"('CANDLE', 'SIGN')",2.9602464427167376
"('CANDLE', 'STAND')",5.7143904943523545
"('CANDLE', 'T-LIGHT')",2.6341988166837806
"('CANDLE', 'WALL')",1.647303310351572
"('CANDLE', 'WRAP')",6.254901960784314
"('CARD', 'CHRISTMAS')",5.053884895604127
"('CARD', 'CLOCK')",0.8615715612928463
"('CARD', 'CUSHION')",0.9878734536208499
"('CARD', 'DRAWER')",0.8873893697129724
"('CARD', 'EGG')",2.3266343944061414
"('CARD', 'FLOWER')",2.7042687399149186
"('CARD', 'GLASS')",3.8035792870764267
"('CARD', 'HEART')",3.578651410688964
"('CARD', 'HOME')",8.430883575375287
"('CARD', 'KEY')",0.5415383110850325
"('CARD', 'MIRROR')",0.483741626326341
"('CARD', 'MUG')",4.4847684709794144
"('CARD', 'NECKLACE')",1.350056231969097
"('CARD', 'NOTEBOOK')",3.612341694782651
"('CARD', 'NUMBER')",0.16512639968705686
"('CARD', 'PINK')",7.000733460466481
"('CARD', 'SET')",6.482665884308836
"('CARD', 'SIGN')",2.328541391618992
"('CARD', 'STAND')",4.4638403990024935
"('CARD', 'T-LIGHT')",1.9602953400811696
"('CARD', 'WALL')",1.264681433670725
"('CARD', 'WRAP')",5.329959415187521
"('CHRISTMAS', 'CLOCK')",1.2719182436066696
"('CHRISTMAS', 'CUSHION')",1.5571365703388587
"('CHRISTMAS', 'DRAWER')",1.2931396997701823
"('CHRISTMAS', 'EGG')",3.2537284240379445
"('CHRISTMAS', 'FLOWER')",3.8190308542369564
"('CHRISTMAS', 'GLASS')",5.725099017162975
"('CHRISTMAS', 'HEART')",6.457581536355191
"('CHRISTMAS', 'HOME')",12.8390787736541
"('CHRISTMAS', 'KEY')",0.8404478998581977
"('CHRISTMAS', 'MIRROR')",0.7381057161019021
"('CHRISTMAS', 'MUG')",7.846413378318909
"('CHRISTMAS', 'NECKLACE')",2.13715710723192
"('CHRISTMAS', 'NOTEBOOK')",5.807784460417584
"('CHRISTMAS', 'NUMBER')",0.1972519681189184
"('CHRISTMAS', 'PINK')",10.822062490831744
"('CHRISTMAS', 'SET')",9.940883086401643
"('CHRISTMAS', 'SIGN')",3.4473619871888905
"('CHRISTMAS', 'STAND')",6.91467409906606
"('CHRISTMAS', 'T-LIGHT')",3.253337245122488
"('CHRISTMAS', 'WALL')",2.2350496308248986
"('CHRISTMAS', 'WRAP')",9.058041171580852
"('CLOCK', 'CUSHION')",0.25671116326829985
"('CLOCK', 'DRAWER')",0.4235489707104787
"('CLOCK', 'EGG')",0.6544912229230845
"('CLOCK', 'FLOWER')",0.7759033788078823
"('CLOCK', 'GLASS')",1.3063908855312698
"('CLOCK', 'HEART')",1.01877658794191
"('CLOCK', 'HOME')",2.5952765145958634
"('CLOCK', 'KEY')",0.1474255537626522
"('CLOCK', 'MIRROR')",0.13392988117940444
"('CLOCK', 'MUG')",1.7092073737225564
"('CLOCK', 'NECKLACE')",0.33744071194562614
"('CLOCK', 'NOTEBOOK')",0.8978045083370007
"('CLOCK', 'NUMBER')",0.0460613172949978
"('CLOCK', 'PINK')",2.172901080631754
"('CLOCK', 'SET')",1.94176323896142
"('CLOCK', 'SIGN')",0.82362720649357
"('CLOCK', 'STAND')",1.541831695271625
"('CLOCK', 'T-LIGHT')",0.5700454745489218
"('CLOCK', 'WALL')",0.42134858931103614
"('CLOCK', 'WRAP')",1.646472055156227
"('CUSHION', 'DRAWER')",0.35357684220820496
"('CUSHION', 'EGG')",0.7287174221309471
"('CUSHION', 'FLOWER')",0.8702752921617525
"('CUSHION', 'GLASS')",1.297980538848956
"('CUSHION', 'HEART')",1.196860789203462
"('CUSHION', 'HOME')",2.6117060290450347
"('CUSHION', 'KEY')",0.16928267566378172
"('CUSHION', 'MIRROR')",0.16879370201946114
"('CUSHION', 'MUG')",1.3678548726223656
"('CUSHION', 'NECKLACE')",0.4535719524717618
"('CUSHION', 'NOTEBOOK')",1.1079653806659822
"('CUSHION', 'NUMBER')",0.058530145225172366
"('CUSHION', 'PINK')",2.2988606914087333
"('CUSHION', 'SET')",2.0243019901227326
"('CUSHION', 'SIGN')",0.7618698352158819
"('CUSHION', 'STAND')",1.4321060094860887
"('CUSHION', 'T-LIGHT')",0.6185516600655224
"('CUSHION', 'WALL')",0.4106400665004156
"('CUSHION', 'WRAP')",1.6316072563688817
"('DRAWER', 'EGG')",0.8017211872280084
"('DRAWER', 'FLOWER')",0.9718840154515671
"('DRAWER', 'GLASS')",1.4592440467458805
"('DRAWER', 'HEART')",1.3515231529020586
"('DRAWER', 'HOME')",2.9147718937949243
"('DRAWER', 'KEY')",0.1534399295877952
"('DRAWER', 'MIRROR')",0.15681384773360715
"('DRAWER', 'MUG')",1.6394308346780109
"('DRAWER', 'NECKLACE')",0.33822306977653904
"('DRAWER', 'NOTEBOOK')",0.9596107769791208
"('DRAWER', 'NUMBER')",0.06278421593076133
"('DRAWER', 'PINK')",2.276612390592147
"('DRAWER', 'SET')",2.0433230648868026
"('DRAWER', 'SIGN')",1.0235196322918194
"('DRAWER', 'STAND')",1.7661239059214708
"('DRAWER', 'T-LIGHT')",0.7535572832624322
"('DRAWER', 'WALL')",0.5600704122047822
"('DRAWER', 'WRAP')",1.7530683096181117
"('EGG', 'FLOWER')",2.4209085130311476
"('EGG', 'GLASS')",3.3343112806219746
"('EGG', 'HEART')",3.453865336658354
"('EGG', 'HOME')",6.382768568774143
"('EGG', 'KEY')",0.44301012175443744
"('EGG', 'MIRROR')",0.40174074617378125
"('EGG', 'MUG')",3.5006601144198326
"('EGG', 'NECKLACE')",1.1375971835118086
"('EGG', 'NOTEBOOK')",2.541831695271625
"('EGG', 'NUMBER')",0.15725392401349567
"('EGG', 'PINK')",5.791599432790573
"('EGG', 'SET')",5.085032516747347
"('EGG', 'SIGN')",2.1295291183805194
"('EGG', 'STAND')",3.802210160872329
"('EGG', 'T-LIGHT')",1.6432937264681433
"('EGG', 'WALL')",0.9366779130604861
"('EGG', 'WRAP')",3.793848711554447
"('FLOWER', 'GLASS')",3.825191922155396
"('FLOWER', 'HEART')",3.450393623783678
"('FLOWER', 'HOME')",7.549704170945186
"('FLOWER', 'KEY')",0.5220771600410737
"('FLOWER', 'MIRROR')",0.46985477482763677
"('FLOWER', 'MUG')",4.307857806464232
"('FLOWER', 'NECKLACE')",1.2296709207373722
"('FLOWER', 'NOTEBOOK')",3.0396068651899664
"('FLOWER', 'NUMBER')",0.17143415969879225
"('FLOWER', 'PINK')",6.487066647107721
"('FLOWER', 'SET')",5.8897853405701435
"('FLOWER', 'SIGN')",2.3891252261503104
"('FLOWER', 'STAND')",4.382181800400958
"('FLOWER', 'T-LIGHT')",1.8492983228204
"('FLOWER', 'WALL')",1.138672925529314
"('FLOWER', 'WRAP')",4.541733900542761
"('GLASS', 'HEART')",5.0065033494694635
"('GLASS', 'HOME')",11.21989144785096
"('GLASS', 'KEY')",0.7404527895946409
"('GLASS', 'MIRROR')",0.6778152657571757
"('GLASS', 'MUG')",6.6160578944794874
"('GLASS', 'NECKLACE')",1.6943914722996432
"('GLASS', 'NOTEBOOK')",4.315485795315633
"('GLASS', 'NUMBER')",0.24473130898244586
"('GLASS', 'PINK')",9.695907290597036
"('GLASS', 'SET')",8.982934819813211
"('GLASS', 'SIGN')",3.663439440614151
"('GLASS', 'STAND')",6.586719475820253
"('GLASS', 'T-LIGHT')",2.7908659723240916
"('GLASS', 'WALL')",1.7110654735709745
"('GLASS', 'WRAP')",6.754437435822209
"('HEART', 'HOME')",10.155738105716102
"('HEART', 'KEY')",0.71404821280133
"('HEART', 'MIRROR')",0.6243704464329373
"('HEART', 'MUG')",5.850374064837905
"('HEART', 'NECKLACE')",1.5741039557967826
"('HEART', 'NOTEBOOK')",4.085765977213828
"('HEART', 'NUMBER')",0.218326732189135
"('HEART', 'PINK')",8.533470245953744
"('HEART', 'SET')",7.821377927729696
"('HEART', 'SIGN')",3.3736736589897807
"('HEART', 'STAND')",5.888611803823774
"('HEART', 'T-LIGHT')",2.9704659918830374
"('HEART', 'WALL')",1.7290597036819715
"('HEART', 'WRAP')",6.2291330497286195
"('HOME', 'KEY')",1.4870177497432888
"('HOME', 'MIRROR')",1.3314752334849151
"('HOME', 'MUG')",13.941372060045964
"('HOME', 'NECKLACE')",3.343161703584177
"('HOME', 'NOTEBOOK')",9.467165419783873
"('HOME', 'NUMBER')",0.44335240330546183
"('HOME', 'PINK')",20.435968901276222
"('HOME', 'SET')",18.797858295437877
"('HOME', 'SIGN')",7.216321940247421
"('HOME', 'STAND')",13.39362378367806
"('HOME', 'T-LIGHT')",5.484426189428389
"('HOME', 'WALL')",3.636985966456408
"('HOME', 'WRAP')",15.290108063175396
"('KEY', 'MIRROR')",0.0917803530389712
"('KEY', 'MUG')",0.8697863185174319
"('KEY', 'NECKLACE')",0.2629211285511711
"('KEY', 'NOTEBOOK')",0.6480856681824849
"('KEY', 'NUMBER')",0.03804214952814043
"('KEY', 'PINK')",1.2937264681433671
"('KEY', 'SET')",1.1742213094714196
"('KEY', 'SIGN')",0.5080436164490734
"('KEY', 'STAND')",0.8417681286978632
"('KEY', 'T-LIGHT')",0.3731846853454599
"('KEY', 'WALL')",0.21157889589751114
"('KEY', 'WRAP')",0.8967776636839274
"('MIRROR', 'MUG')",0.7500855703877561
"('MIRROR', 'NECKLACE')",0.2520659136472544
"('MIRROR', 'NOTEBOOK')",0.5620752041464965
"('MIRROR', 'NUMBER')",0.03285902889834238
"('MIRROR', 'PINK')",1.2042931885971346
"('MIRROR', 'SET')",1.0405848124786075
"('MIRROR', 'SIGN')",0.4139650872817955
"('MIRROR', 'STAND')",0.7573223803237006
"('MIRROR', 'T-LIGHT')",0.3300572099163855
"('MIRROR', 'WALL')",0.215735171874236
"('MIRROR', 'WRAP')",0.7900836144931788
"('MUG', 'NECKLACE')",1.9278763874627158
"('MUG', 'NOTEBOOK')",5.2557821133440905
"('MUG', 'NUMBER')",0.25363062930908026
"('MUG', 'PINK')",11.631020487995697
"('MUG', 'SET')",10.417290108063176
"('MUG', 'SIGN')",4.320913402767591
"('MUG', 'STAND')",7.811109481198963
"('MUG', 'T-LIGHT')",3.274754290743729
"('MUG', 'WALL')",2.125177252946066
"('MUG', 'WRAP')",8.774974328883673
"('NECKLACE', 'NOTEBOOK')",1.5709256271086989
"('NECKLACE', 'NUMBER')",0.08918879272407217
"('NECKLACE', 'PINK')",3.3530878685638843
"('NECKLACE', 'SET')",2.711750036673023
"('NECKLACE', 'SIGN')",1.0044007627988851
"('NECKLACE', 'STAND')",1.8489071439049436
"('NECKLACE', 'T-LIGHT')",0.8350691897706713
"('NECKLACE', 'WALL')",0.49029387316023665
"('NECKLACE', 'WRAP')",2.0920248398611316
"('NOTEBOOK', 'NUMBER')",0.17573712776881326
"('NOTEBOOK', 'PINK')",8.069140873306928
"('NOTEBOOK', 'SET')",7.600068456310205
"('NOTEBOOK', 'SIGN')",2.488533568040683
"('NOTEBOOK', 'STAND')",5.172607696445161
"('NOTEBOOK', 'T-LIGHT')",2.1353479047479342
"('NOTEBOOK', 'WALL')",1.4060926116082344
"('NOTEBOOK', 'WRAP')",5.982005769889003
"('NUMBER', 'PINK')",0.37836780597525793
"('NUMBER', 'SET')",0.3562661972519681
"('NUMBER', 'SIGN')",0.16996723876583053
"('NUMBER', 'STAND')",0.26385017847538017
"('NUMBER', 'T-LIGHT')",0.11388196176226101
"('NUMBER', 'WALL')",0.06747836291623882
"('NUMBER', 'WRAP')",0.2548530634198817
"('PINK', 'SET')",15.813212067869541
"('PINK', 'SIGN')",5.803579287076427
"('PINK', 'STAND')",11.199990220527114
"('PINK', 'T-LIGHT')",4.540315876974231
"('PINK', 'WALL')",2.8551171091878147
"('PINK', 'WRAP')",12.598797124834972
"('SET', 'SIGN')",5.278372695711701
"('SET', 'STAND')",10.348393721578407
"('SET', 'T-LIGHT')",4.170358417681287
"('SET', 'WALL')",2.5887731651264
"('SET', 'WRAP')",11.926702850716346
"('SIGN', 'STAND')",4.355923915700943
"('SIGN', 'T-LIGHT')",1.874871644418366
"('SIGN', 'WALL')",1.1342721627304289
"('SIGN', 'WRAP')",4.132316268153146
"('STAND', 'T-LIGHT')",3.164392939220576
"('STAND', 'WALL')",2.1084543543103025
"('STAND', 'WRAP')",8.245709256271088
"('T-LIGHT', 'WALL')",0.9568236272064936
"('T-LIGHT', 'WRAP')",3.403207667106743
"('WALL', 'WRAP')",2.2633612048310594
